2024-12-02T11:45:49-05:00 | 200 | up
2024-12-02T11:57:06-05:00 | 200 | up
2024-12-02T12:22:09-05:00 | 200 | up
2024-12-02T12:40:49-05:00 | 200 | up
2024-12-02T12:52:30-05:00 | 200 | up
2024-12-02T13:29:03-05:00 | 200 | up
2024-12-02T14:09:48-05:00 | 200 | up
2024-12-02T14:16:44-05:00 | 200 | up
2024-12-02T14:37:59-05:00 | 200 | up
2024-12-02T14:51:53-05:00 | 200 | up
2024-12-02T15:22:10-05:00 | 200 | up
2024-12-02T15:41:11-05:00 | 200 | up
2024-12-02T15:52:30-05:00 | 200 | up
2024-12-02T16:19:16-05:00 | 200 | up
2024-12-02T16:39:23-05:00 | 200 | up
2024-12-02T16:52:01-05:00 | 200 | up
2024-12-02T17:19:41-05:00 | 200 | up
2024-12-02T17:42:42-05:00 | 200 | up
2024-12-02T17:54:18-05:00 | 200 | up
2024-12-02T18:21:37-05:00 | 200 | up
2024-12-02T18:40:50-05:00 | 200 | up
2024-12-02T18:52:36-05:00 | 200 | up
2024-12-02T20:43:37-05:00 | 200 | up
2024-12-02T21:58:07-05:00 | 200 | up
2024-12-02T22:38:42-05:00 | 200 | up
2024-12-02T22:56:31-05:00 | 200 | up
2024-12-02T23:29:01-05:00 | 200 | up
2024-12-02T23:47:02-05:00 | 200 | up
2024-12-03T00:20:18-05:00 | 200 | up
2024-12-03T00:41:55-05:00 | 200 | up
2024-12-03T00:53:36-05:00 | 200 | up
2024-12-03T01:30:45-05:00 | 200 | up
2024-12-03T01:54:48-05:00 | 200 | up
2024-12-03T02:22:12-05:00 | 200 | up
2024-12-03T02:39:45-05:00 | 200 | up
2024-12-03T02:51:58-05:00 | 200 | up
2024-12-03T03:27:14-05:00 | 200 | up
2024-12-03T03:47:50-05:00 | 200 | up
2024-12-03T04:22:28-05:00 | 200 | up
2024-12-03T04:41:36-05:00 | 200 | up
2024-12-03T04:53:29-05:00 | 200 | up
2024-12-03T05:23:39-05:00 | 200 | up
2024-12-03T05:46:20-05:00 | 200 | up
2024-12-03T06:17:25-05:00 | 200 | up
2024-12-03T06:38:27-05:00 | 200 | up
2024-12-03T06:52:06-05:00 | 200 | up
2024-12-03T07:41:17-05:00 | 200 | up
2024-12-03T08:16:54-05:00 | 200 | up
2024-12-03T08:44:37-05:00 | 200 | up
2024-12-03T08:56:22-05:00 | 200 | up
2024-12-03T09:20:20-05:00 | 200 | up
2024-12-03T09:42:07-05:00 | 200 | up
2024-12-03T09:53:49-05:00 | 200 | up
2024-12-03T10:22:39-05:00 | 200 | up
2024-12-03T10:42:04-05:00 | 200 | up
2024-12-03T10:54:02-05:00 | 200 | up
2024-12-03T11:26:35-05:00 | 200 | up
2024-12-03T11:49:58-05:00 | 200 | up
2024-12-03T12:17:27-05:00 | 200 | up
2024-12-03T12:20:22-05:00 | 200 | up
2024-12-03T12:42:49-05:00 | 200 | up
2024-12-03T12:54:40-05:00 | 200 | up
2024-12-03T13:27:15-05:00 | 200 | up
2024-12-03T13:47:23-05:00 | 200 | up
2024-12-03T14:16:45-05:00 | 200 | up
2024-12-03T14:38:21-05:00 | 200 | up
2024-12-03T14:51:32-05:00 | 200 | up
2024-12-03T15:23:27-05:00 | 200 | up
2024-12-03T15:41:34-05:00 | 200 | up
2024-12-03T15:53:11-05:00 | 200 | up
2024-12-03T16:19:30-05:00 | 200 | up
